exercise,round,rest
Squat x15,2,30
Jump Squat x15,3,100
Squat x20,2,90
"Row with bar
Superman x10",4,60
Plank to Push-Up x10,4,90
ABS: Crunch x20,2,20
ABS: Bicycle x15 (slow),3,30
"ABS: Flutter x15
V hold 10s",3,30
