exercise,round,rest
Push Up and Shoulder tap x7 +Squat x20,2,10
One Arm Push Up x4 +Push-up x10 +Piston Squat x4 +Calf Raise x30,3,60
Decline Push-up x12 +Shrimp Squat x12 +Toe Curl x30,3,50
Push-up between 2 chairs x10 +Asymmetric push x10-5-5 +Wide squat x10-10-5,3,20
Lean planche push-up x10 +Stand snow angel x10 +ABS: Crunch x20,3,30
Lateral Raise with band x10-5-5 +Pull Up Simulator  x10-5-5 +ABS: Bicycle x20,3,30
Row with band x8 +Biceps with band x10 +ABS: Leg lower plus x10-5-5,3,20
