exercise,round,rest
Scapular Shrugs and Shoulder tap x20 +Lat Pull Down with Towel x20,2,10
Push-up between 2 chairs x5 +Knee push-up x12 +Reverse Snow Angel x10,3,60
Pike Push-Up x10 +Band Shoulder Press x10 +Row with band x10,3,50
Leg: Squat to Tiptoe x20 +ABS: Crunch x16,3,40
Leg: Step-up onto chair x10 +ABS: Bycicle x16,3,40
Leg: Single-leg sit down x10 +Reverse Crunch x16,3,30
Cobra Pose x3,1,30
