exercise,round,rest
Scapular Shrugs and Shoulder tap x20 +Lat Pull Down x20,2,10
Push-up between 2 chairs x6 +Knee push-up x12 +Reverse Snow Angel x12,3,60
Pike Push-Up x12 +Band Shoulder Press x12 +Row with band x12,3,50
Leg: Squat to Tiptoe x20 +ABS: Crunch x16,3,40
Leg: Step-up onto chair x12 +ABS: Bycicle x20,3,40
Leg: Single-leg sit down x12 +Reverse Crunch x20,3,30
Cobra Pose x3,1,30
