exercise,round,rest
Scapular Shrugs and Shoulder tap x20 +Lat Pull Down x18,2,10
Push-up between 2 chairs x5 +Knee push-up x10 +Standing Snow Angel x10,3,60
Pseudo Push-Up x8 +Band Shoulder Press x8 +Row with band x8,3,50
Leg: Squat to Tiptoe x20 +ABS: Crunch x16,3,40
Leg: Step-up onto chair x10 +ABS: Bycicle x16,3,40
Leg: Single-leg sit down x10 +ABS: Leg lower plus x10-5-5,3,30
Cobra Pose x3,1,30
