exercise,round,rest
Pull-up with bar x10,2,30
Pull-up x5-10,3,120
Reverse Deadlifts x5,4,120
Chin-up x7-10,4,120
Tay trước x10,4,90
Superman x7-10,4,60
ABS: Russian twist x20,4,30
