exercise,round,rest
Push-up x20,2,30
Explosive push-up x10-15,3,120
Dip x7-10,4,120
"Diamond push-up x15
Asymmetric push 10-5-5",4,120
Wall walk x3,4,90
"Vai giữa x10
Nâng vai giữa 10-5-5",4,90
Leg: Wide squat x20,4,90
