exercise,round,rest
Pull-up with bar x10,2,30
Pull-up x5-10,3,120
Front-lever x5,4,120
Autralia Pull-up x7-10,4,120
Superman x7-10,4,60
ABS: Crunch,3,20
ABS: Bycicle x20,4,30
