exercise,round,rest
Shoulder tap x15 +Simulator of Pull-Up x15,2,10
Push-up between 2 chairs x5 +Knee push-up x8 +Reverse snow angel x12,3,60
Decline Push-up x3 + Band Shoulder Press x12 +Row with band x12,3,50
Leg: Squat to Tiptoe x20 +ABS: Crunch x20,3,40
Leg: Step-up onto chair x10 +ABS: Bycicle x20,3,40
Leg: Single-leg sit down x10 +ABS: Leg lower plus x10-5-5,3,30
Cobra Pose x3,1,30
