exercise,round,rest
Squat x20,2,15
Hip Thrust x0?-0?-0?,3,30
Glute Bridge x60s +ABS: Bicycle x30,1,70
Lunge Squat x0?-0?-0?,1,60
Wide squat hold x60s +ABS: Reverse Crunch x20,1,30
Cobra Pose x10 +Baby Pose x10 +Back Flexion Stretch x10 +Pirifomis Muscle Stretch x10 +Lower Back Twist Stretch x10 +The cat camel x10,1,30
