exercise,round,rest
Pull-up with bar x10,2,30
Pull-up x5-10,3,120
Reverse Deadlifts x5,4,120
Chin-up x7-10,4,120
Superman x7-10,4,60
ABS: Leg lower plus 10-5-5,3,30
ABS: Flutter x20 + V hold 10s,4,30
