exercise,round,rest
Jump jack x15,2,20
Leg: Jump Squat x10,3,90
Leg: Wide Squat x10-10-5,3,50
Standing Snow Angels x8,3,60
Plank to Push-up x10,3,60
In and Out Plank x30s,3,30
Hip thrust x10,3,60
Cobra Pose x3,1,30
