exercise,round,rest
Push-up x20,2,30
Explosive push-up x10-15,3,120
Push-up beetween 2 chairs x10-15,3,100
Decline Push-up x10-15,3,90
Dip x7-10,3,120
"Diamond push-up x15
Asymmetric push 10-5-5",3,100
Shoulder Press x10-5-5,3,90
Nâng vai giữa 10-5-5,3,90
