exercise,round,rest
Scapular Shrugs and Shoulder tap x10,2,30
Push-Up x3 +Knee Push-Up x8,3,60
Negative Wide Push-Up x10 +Asymmetric push x10-5-5,3,90
Lat Pull Down with Towel x15,3,60
Standing Snow Angel x10 +Plank x40s,3,40
Leg: Squat to Tiptoe x20,3,60
Leg: Step-up onto chair x12,3,60
Leg: Single Leg Sit Down x10,3,60
Cobra Pose x3,1,30
