exercise,round,rest
Scapular Shrugs and Shoulder tap x12,2,30
Push-Up x5 +Knee Push-Up x6,3,60
Negative Wide Push-Up x12 +Asymmetric push x10-5-5,3,90
Lat Pull Down with Towel x8 + Standing Snow Angel x8,3,60
Plank x50s +Crunch x12,3,40
Leg: Squat to Tiptoe x20,3,60
Leg: Step-up onto chair x12,3,60
Leg: Single Leg Sit Down x12,3,60
Cobra Pose x3,1,30
