exercise,round,rest
Scapular Shrugs and Shoulder tap x20,2,30
Push-Up x5 +Knee Push-Up x12,3,60
Negative Wide Push-Up x15 +Asymmetric push x10-5-5,3,90
Lat Pull Down x12 + Standing Snow Angel x10,3,60
Plank x60s +Crunch x20,3,40
Leg: Squat to Tiptoe x20,3,60
Leg: Step-up onto chair x16,3,60
Leg: Single Leg Sit Down x16,3,60
Cobra Pose x3,1,30
