exercise,round,rest
Slow Squat with weight xMax +Russian Twists x20,3,90
Good morning with weight xMax +Crunch x40,3,90
ABS: Bicycle x40 +Calf Raise x30 +Toe Curl x40,1,30
ABS: Reverse Crunch x40,1,30
Cobra Pose x10 +Baby Pose x10 +Back Flexion Stretch x10 +Pirifomis Muscle Stretch x10 +The cat camel x10,1,30
