exercise,round,rest
Push-up x20,2,30
Push-up beetween 2 chairs x15,3,120
"Decline Push-up x15
Nâng vai giữa 10-5-5",3,90
"Pull-up with bar x10
Superman x7-10",3,30
Reverse Deadlifts x5,3,120
Autralia Pull-up x7-10,3,120
Tay trước x15,3,90
