exercise,round,rest
Slow Squat x15,2,15
Single Leg Stand-up xMax,3,30
Wall Sit x30s +ABS: Bicycle x40,1,70
Single Leg Deadlift xMax,3,30
Calf Raise x30 +Toe Curl x40 +ABS: Reverse Crunch x40,1,30
Cobra Pose x10 +Baby Pose x10 +Back Flexion Stretch x10 +Pirifomis Muscle Stretch x10 +Lower Back Twist Stretch x10 +The cat camel x10,1,30
