exercise,round,rest
Full Planche Hold xMax +Tuck Planche Hold xMax +Lean planche Hold xMax,3,90
Hand-stand Hold xMax +Hand-stand push xMax +Wall walk xMax,3,90
Front Lever Raise and Hold xMax,3,90
One-arm Pull-up xMax,3,90
Cobra Pose x10 +Baby Pose x10 +Back Flexion Stretch x10 +Pirifomis Muscle Stretch x10 +Lower Back Twist Stretch x10 +The cat camel x10,1,30
