exercise,round,rest
Nhảy khởi động x15,2,30
Side Squat x10,3,90
Wide Squat x10-10-5,3,90
"Row with bar
Superman x10",4,60
Shoulder Tap x10,4,90
ABS:Russian twist x15 (slow),2,30
ABS:Crunch x20,3,20
"ABS: Flutter x15
V hold 10s",3,30
