exercise,round,rest
Khởi động vai x15,2,30
"Negative push-up x10
High push-up x10",3,90
Đẩy vai với dây x10-10-5,3,60
Row with band x10,3,60
"Hip thrust
Hold band 30s",3,60
Leg: Squat kiễng chân x20,3,60
Leg: Bước chân lên ghế x6,3,60
