exercise,round,rest
Khởi động vai x15,2,30
"Push-up quỳ gối x10
Ép ngực x10-5-5",3,90
Đẩy vai với dây x10-10-5,3,60
Row with band x10,3,60
Simulator Pull-up 10-5-5,3,60
Hip thrust 1 chân x6,3,60
Leg: Squat kiễng chân x20,3,60
Leg: Negative pistol squat x6,3,60
