exercise,round,rest
Scapular Shrugs and Shoulder tap x20 +Lat Pull Down with Towel x15,2,10
Push-up between 2 chairs x5 +Knee push-up x8 +Standing Snow Angel x12,3,60
Decline Push-up x3 + Band Shoulder Press x12 +Row with band x12,3,50
Leg: Squat to Tiptoe x20 +ABS: Crunch x20,3,40
Leg: Stand Up Single Leg x10 +ABS: Bycicle x20,3,40
Leg: Step-down on the chair x10 +ABS: Reverse Crunch x10,3,30
Cobra Pose x3,1,30
