exercise,round,rest
"Khởi động vai (nghiêng 1 bên) x15
Simulator of Pull-Up x15",2,10
"Push-up between 2 chairs x5
Knee push-up x8
Reverse snow angel x12",3,60
"Decline Push-up x3
Đẩy vai với dây x12
Row with band x12",3,50
"Leg: Squat kiễng chân x20
ABS: Crunch x20",3,40
"Leg: Bước chân lên ghế x10
ABS: Bycicle x20",3,40
"Leg: Ngồi xuống ghế x10
ABS: Leg lower plus 10-5-5",3,30
Giãn cơ x3,1,30
