exercise,round,rest
Jump jack x15,2,20
Scapular Shrugs x12 +Leg: Squat x20 +Tiptoe x20,3,30
Step-up onto chair x20,3,50
Single Leg Sit Down x20,3,50
Crunch x20 +Leg: Wide Squat x10-10-5,3,40
Reverse Crunch x20 +Lat Pull Down with Towel x12 +Reverse Snow Angels x10,3,40
Plank to Push-up x14 +In and Out Plank x12 +Plank x55s,3,60
Cobra Pose x3,1,30
