exercise,round,rest
Jump jack x15,2,20
Scapular Shrugs x10 +Leg: Squat x20 +Tiptoe x20,3,30
Step-up onto chair x16,3,50
Single Leg Sit Down x16,3,50
Crunch x18 +Leg: Wide Squat x10-10-5,3,40
Reverse Crunch x18 +Lat Pull Down with Towel x12 +Standing Snow Angels x12,3,40
Plank to Push-up x14 +In and Out Plank x12 +Plank x50s,3,60
Cobra Pose x3,1,30
