exercise,round,rest
Jump jack x15,2,20
Scapular Shrugs x6 +Leg: Squat x15 +Tiptoe x15,3,40
Single Leg Sit Down x8,3,50
Crunch x10 +Leg: Wide Squat x10-10-5,3,40
Reverse Crunch x15 +Lat Pull Down with Towel x8 +Standing Snow Angels x10,3,40
Plank to Push-up x12 +In and Out Plank x12 +Plank x40s,3,50
Single-Leg Glute Bridges x10,3,50
Back Flexion Stretch x10 +Lower Back Twist Stretch x10 +Pirifomis Muscle Stretch x10 +The cat camel x10 +Cobra Pose x10,1,30
