exercise,round,rest
Warm up Shoulder x20,1,1
Standing Reverse Snow Angel x10,3,30
Standing Lat Pull Down with Towel x10-10-5,3,60
Push-up x7 +Asymmetric push x10-10-5,3,90
Decline Push-up x10,3,90
Shoulder Press xTrapset,3,60
Biceps xTrapset,3,60
Back Flexion Stretch x10s +Lower Back Twist Stretch x10s +Pirifomis Muscle Stretch x10s +The cat camel x10s +Cobra Pose x10s,1,30
