exercise,round,rest
Squat x20,2,15
Hip Thrust x0?-0?-0?,3,30
Glute Bridge x60s +ABS: Bicycle x30,1,70
Lunge Squat x0?-0?-0?,1,60
Wide squat hold x60s +ABS: Reverse Crunch x20,1,30
Cobra Pose x10s +Back Flexion Stretch x10s +Pirifomis Muscle Stretch x10s +Lower Back Twist Stretch x10s +Baby Pose x10s +The cat camel x10s,1,30
