exercise,round,rest
Scapular Shrugs x10,2,30
Incline Push-Up x10,3,60
Negative push-up x8 +Asymmetric push x10-5-5,3,90
Shoulder tap x15,3,30
Lat Pull Down x10,3,60
Plank x30s,3,60
Leg: Squat to Tiptoe x20,3,60
Leg: Step-up onto chair x10,3,60
Cobra Pose x3,1,30
