exercise,round,rest
Scapular Shrugs and Shoulder tap x10,2,30
Knee Push-Up x8,3,60
Negative push-up x15 +Asymmetric push x10-5-5,3,90
Lat Pull Down with Towel x15,3,60
Standing Snow Angel x8,3,40
Plank x60s,3,60
Leg: Squat to Tiptoe x20,3,60
Leg: Step-up onto chair x12,3,60
Cobra Pose x3,1,30
