exercise,round,rest
ABS: Crunch,4,20
ABS: Bycicle x20,4,30
ABS: Flutter x20 + V hold 10s,4,30
Leg: Squat x20,2,30
Leg: Jump squat x20,3,120
Leg: Wide squat hold 10-10-5,4,90
Leg: Bấm ngón chân x50,4,90
Leg: Nhón chân x50,4,90
