exercise,round,rest
ABS: Russian twist x20,4,30
ABS: Bycicle x20,4,30
ABS: Leg lower plus 10-5-5,4,30
Leg: Squat x20,2,30
Leg: Piston Squat x10,4,120
Leg: Squat nhón chân x20,4,90
Leg: Side squat x20,4,90
