exercise,round,rest
Push-up x20,2,30
"Push-up 1 hand x10
Push-up x10",3,120
Decline Push-up x10-15,3,90
Push-up beetween 2 chairs x10-15,3,90
"Diamond push-up x15
Asymmetric push 10-5-5",3,90
Lean planche push-up x10-15,3,90
Lean planche x10,3,60
Nâng vai giữa 10-5-5,3,60
