exercise,round,rest
"Pull-up with bar 
Superman x10",2,30
Pull-up x5-10,3,100
Front-lever x5-7,3,120
Reverse Deadlifts x5,3,120
Row with band x7-10,3,100
Tay trước x15,4,90
